name,population,advertising,sales
Snowmouth,368852,"$1,049,868.74",67515
Sageside,211337,"$752,597.80",53460
Prostead,700849,"$1,963,457.07",132740
Melview,375961,"$903,824.09",59257
Winterport,197606,"$755,107.62",72248
Wheelbury,281003,"$944,669.02",79173
Fortdol,218166,"$562,246.41",42533
Stoneness,520853,"$1,974,818.43",194109
Norport,636072,"$2,145,962.04",191366
Redford,506638,"$1,439,528.44",98905
Costsville,376459,"$1,489,327.36",147829
Winterley,702481,"$2,249,773.60",185363
Pineness,273322,"$955,748.47",89408
Princeburgh,441418,"$1,475,383.41",119683
Julbrough,610668,"$1,395,077.56",108799
Northpool,372134,"$685,444.25",21133
Parkdale,133232,"$392,427.31",28671
Saycester,626490,"$2,081,310.01",206516
Snowstead,213100,"$703,629.75",62949
Julfield,435873,"$749,796.28",25028
Skillham,342357,"$1,502,122.55",172254
Westbury,338155,"$419,720.03",11264
Lexington,424242,"$1,111,557.66",87247
Millview,247483,"$603,631.60",45512
Weirpool,81008,"$226,294.31",15938
Southingley,709574,"$1,389,938.02",76269
Hapburgh,250621,"$773,745.45",49670
Hardhampton,385247,"$811,648.16",43866
Emerwich,388780,"$1,092,201.44",82871
Southingcaster,291352,"$487,305.47",19609
Rockdale,643375,"$1,382,701.65",73065
Highburg,235000,"$684,859.93",60227
Hapton,314451,"$1,307,103.33",116709
Wincaster,474948,"$1,548,394.01",119242
Melham,422937,"$2,059,664.59",243243
Medhampton,224466,"$766,458.63",81991
Waterbury,398243,"$516,478.40",16126
Stonetown,379714,"$968,936.21",72006
Kettleville,377744,"$1,108,400.00",85345
Angerbrough,733866,"$1,867,668.30",137993
Backness,251417,"$600,289.18",1.00E+16
Capcester,332881,"$1,227,112.38",131758
Postcaster,557148,"$1,930,564.17",226127
Middlemouth,517756,"$1,562,712.79",112004
Valenside,465485,"-$1,057,188.67",56821
Westbrough,590617,"$2,372,034.27",274175
Eastside,351926,"$1,052,729.49",76189
Hardtown,83342,"$156,956.14",6746
Cloudside,343431,"$927,916.13",63983
Holtsborough,242604,"$873,340.36",86551
Northfield,395504,"$1,463,975.10",160201
Hosham,215813,"$392,738.59",16848
Duckham,129996,"$392,630.35",38487
Frostview,503544,"$1,394,208.07",118735
Dodgeborough,205381,"$817,072.09",68275
Elcaster,548088,"$1,854,907.24",171749
Roseville,390017,"$624,580.22",22159
Bellhampton,515045,"$1,315,877.34",89666
Bellcaster,823127,"$2,309,579.11",206132
Kettlemouth,489268,"$1,407,873.51",102374
Wheelfield,523734,"$794,488.14",32934
Postport,196151,"$406,844.89",22635
Wingville,318497,"$1,052,030.89",80255
Strongburgh,387296,"$1,306,108.67",101361
Beachcaster,757318,"$2,718,786.26",270562
Fairdol,492313,"$1,103,625.39",60099
Factley,123574,"$387,166.15",31337
Dayside,449698,"$1,171,129.80",95613
Augrad,431033,"$1,444,749.14",116565
Prowich,227605,"$377,139.86",11510
Eaststead,344646,"$806,066.65",78062
Wheelford,221596,"$317,814.90",15530
Hogley,322938,"$973,527.95",68546
Valentown,511191,"$672,062.91",18836
Snowburg,139775,"$535,582.57",65006
Lunport,326320,"$1,111,894.75",82600
Melland,346495,"$939,103.43",60255
Skillcester,677402,"$1,829,623.28",137581
Summerland,338992,"$1,340,151.87",166566
Auborough,504508,"$2,033,641.27",206180
Jamesley,315419,"$733,211.00",28371
Julville,785118,"$2,073,317.47",116700
Lunford,174181,"$635,812.27",39730
Northton,151096,"$465,216.26",33551
Costsburg,504557,"$1,788,295.70",186883
Queensburgh,367932,"$1,206,477.21",115205
Fishhampton,435894,"$1,281,409.44",100585
Elcester,579365,"$1,387,063.37",106214
Lunabury,256932,"$953,297.73",105391
Dayley,496223,"$1,785,281.94",144320
Sayburg,300625,"$881,258.64",64979
Passburg,221349,"$741,099.72",66454
Wingstead,399652,"$578,499.79",17103
Northview,411302,"$706,766.56",19763
Maywich,52048,"$127,856.20",6648
Costsstead,481323,"$963,680.65",68579
Chattown,151984,"$447,116.08",36965
Griffinwich,282646,"$1,017,722.47",101482
Rivermouth,662291,"$1,332,937.13",94176
Passton,431775,"$1,336,179.59",103543
Saytown,96255,"$230,857.71",12531
Highworth,299005,"$566,079.98",23086
Norburg,654179,"$2,055,096.64",159586
Queenscester,287325,"$837,802.22",62942
Readingfield,79424,"$244,190.85",21125
Sweetton,176818,"$446,057.71",27165
Auby,68803,"$205,983.73",16472
Masshampton,430280,"$1,456,483.21",118180
Lexinghampton,182110,"$700,120.26",72643
Capport,97100,"$380,320.81",39818
Waterham,152084,"$465,257.57",39327
Springbrough,45064,"$42,479.39",329
Springford,855798,"$3,612,349.21",422620
Backford,322248,"$848,544.61",47300
Windale,358662,"$802,025.50",30063
Melcaster,498247,"$1,558,585.04",108366
Mannorcester,774246,"$2,758,512.41",211165
Factburg,297287,"$1,069,490.00",85843
Postborough,655991,"$2,383,680.69",205361
Bridgedol,910375,"$2,237,423.63",144776
Applefield,269373,"-$805,194.73",56905
Hardside,175259,"$223,892.79",7002
Rockgrad,549819,"$1,666,406.19",149048
Cruxfield,728870,"$1,575,435.12",111039
Rosedale,125090,"$290,154.48",16754
Fayview,353772,"$1,212,397.15",98503
Oakbrough,709849,"$1,634,016.19",75865
Riverville,384271,"$902,641.43",55427
Fayburgh,167407,"$626,025.56",63927
Errorfield,-1,"$9,999,999,999,999.99",-1
Strongland,432936,"$997,832.55",65051
Capland,115882,"$229,790.31",8157
Factburgh,386027,"$1,225,222.84",102048
Manville,252424,"$835,096.96",69557
Passstead,677389,"$1,633,818.03",80080
Costsford,120349,"$360,463.88",23787
Factton,544698,"$2,272,078.28",225665
Farmingville,175846,"$128,856.95",3275
Hardham,636750,"$2,378,516.25",263784
Casterbrough,706231,"$1,161,351.06",57709
Wingbrough,261810,"$731,814.55",37896
Jameshampton,287310,"$895,934.61",73759
Sandside,529445,"$1,086,907.64",62788
Tallby,479029,"$908,211.18",53828
Chatley,113635,"$291,436.35",20724
Medgrad,302593,"$707,168.57",66157
Rockwich,625207,"$1,485,549.01",101902
Duckby,337761,"$666,655.55",35824
Snowcester,172877,"$759,311.74",98203
Hollowtown,634617,"$2,213,048.35",206313
Highbrough,330638,"$1,025,744.32",77212
Lexingfield,326732,"$1,137,252.86",110819
Sugarcaster,126269,"$224,126.90",9839
Fortness,94149,"$178,852.49",11873
Springdale,377039,"$831,536.51",40474
Bridgeland,340100,"$1,015,089.08",95252
Stoneview,733656,"$2,861,588.38",212012
Fauxburg,184241,"$393,877.54",24178
Gilfield,307597,"$650,802.89",27290
Kingview,374313,"$854,085.43",54660
Tallham,229165,"$588,015.50",42218
,241018,"$470,247.76",-1
Farmingtown,602774,"$2,469,153.58",335594
Manport,277722,"$1,071,089.78",91901
Waltville,313319,"$1,207,511.34",104719
Holtsgrad,394107,"$1,409,111.34",150952
Passland,374109,"$1,224,380.05",99121
Hoscester,176754,"$400,474.19",17246
Pinemouth,227114,"$644,903.89",45583
Farmgrad,160378,"$725,271.33",74239
Millworth,338120,"$669,287.38",27279
Skillley,647171,"$1,042,080.70",40744
Fishland,628065,"$2,538,324.33",233169
Lunapool,429154,"$1,531,491.04",145118
Duckfield,202032,"$518,493.46",30348
Saybury,749896,"$2,852,689.74",339419
Richside,331970,"$892,674.27",70781
Readingland,200768,"$399,510.53",14152
Sandborough,224469,"$311,648.12",9836
Holtsview,409915,"$895,348.89",47540
Hoswich,172513,"$506,385.25",39011
Ashwich,278924,"$1,081,618.93",108739
Ashtown,359676,"$1,074,145.86",87354
Southdale,280062,"$773,712.63",47966
Lexingcaster,486088,"$1,467,316.87",97608
Waterness,225288,"$558,000.84",40012
Sayford,358696,"$1,216,801.36",125970
Summerton,343417,"$889,875.50",54828
Rockville,346458,"$780,560.44",45376
Hamcester,382685,"$1,047,145.66",80647
Faircaster,264165,"$510,856.47",24505
Pineham,401997,"$946,973.23",59859
Reddol,808474,"$3,121,978.74",315262
Redland,244884,"$727,510.40",48971
Baypool,563925,"$487,326.11",12019
Parkside,280348,"$778,495.48",70258
Skillton,351958,"$1,512,526.99",179056
Oakcester,102412,"$359,910.78",35184
Backgrad,258183,"$713,420.40",47976
Sandborough,224469,"$311,648.12",9836
Valenpool,186523,"$358,539.20",19730
Melton,245497,"$498,926.78",27931
Valenton,299668,"$1,006,690.56",85622
Auford,374323,"$1,243,765.10",101843
Valenwich,597290,"$1,561,226.20",94248
Daydale,374729,"$1,216,866.18",98944
Mannorness,335682,"$1,221,492.48",108866
Aelcester,366245,"$1,443,166.34",108024
Saypool,597696,"$2,708,346.20",289552
Princeham,132346,"$280,969.77",13803
Banncaster,401813,"$1,014,062.61",63412
Southfield,367448,"$1,060,255.94",78518
Millville,224771,"$285,378.75",10377
Fairhampton,928760,"$2,857,521.83",268687
Hollowstead,297975,"$600,410.85",28094
Hollowview,479931,"$976,200.36",61082
Beachpool,212121,"$622,577.35",46369
Griffinmouth,299934,"$1,194,399.92",125568
Saltview,304865,"$908,987.26",65125
Auley,216460,"$878,737.33",78378
Wingpool,176312,"$432,196.41",25633
Lunness,598422,"$1,522,977.78",82791
Lunadol,217471,"$272,155.57",5281
Southham,605883,"$1,201,365.50",74220
Griffindol,582364,"$1,312,444.44",89142
Winburgh,502231,"$1,473,333.89",139237
Faygrad,332665,"$1,087,384.48",82364
Holtsbrough,417436,"$1,228,426.26",74573
Skilltown,355731,"$567,406.72",17196
Hogbrough,505394,"$1,095,718.43",64799
Seaworth,371776,"$1,244,558.46",107602
Princeland,314139,"$724,546.97",51468
Lexingbrough,477407,"$1,334,767.36",85205
Oakport,567359,"$2,534,321.13",282433
Ashland,450968,"$1,230,457.36",71520
Snowgrad,610823,"$1,477,277.90",68329
Appleham,360120,"$913,594.96",30945
Snowbury,403659,"$1,042,186.46",79322
Wingland,267864,"$703,833.75",49639
Starcester,436165,"$1,301,591.78",95455
Roseview,214871,"$297,543.03",11550
Ashport,472410,"$1,551,350.75",131622
Sweetside,611160,"$785,624.83",23426
Halldol,235900,"$479,194.23",29150
Massford,362991,"$1,385,309.51",137767
Passcaster,312634,"$725,335.26",36651
Southgrad,288021,"$623,439.56",26468
Proview,350906,"$1,727,645.30",205462
Aufield,360079,"$1,464,968.24",140127
Hallgrad,308396,"$605,190.38",32473
Costsborough,399148,"$578,188.43",13089
Duckbrough,101100,"$228,096.48",11170
Bridgepool,422164,"$1,255,300.37",110206
Parkview,195127,"$394,862.96",21813
Hardley,198243,"$597,038.42",61840
Daycaster,299568,"$684,179.84",54856
Wheelpool,433145,"$1,187,819.33",78028
Julcaster,170114,"$532,163.58",41963
Hallley,351067,"$866,166.03",52055
Manbrough,279093,"$613,123.79",30281
Queenshampton,435593,"$1,217,850.14",94882
Norborough,310529,"$511,087.39",11460
Chatton,268810,"$762,976.51",47975
Hogbury,195310,"$932,913.60",95249
Julley,464763,"$1,320,114.40",107306
Emerpool,440321,"$1,201,548.90",100678
Costsgrad,381016,"$1,228,634.26",96996
Dayhampton,557424,"$1,757,955.27",153668
Sayton,374365,"$671,408.96",45313
Fortby,151589,"$367,621.76",20336
Stoneby,377752,"$1,438,298.89",137507
Luncester,402145,"$1,151,971.30",94717
Freeworth,530986,"$1,896,132.34",203527
Ashside,425225,"$1,790,077.81",216536
Cruxby,283013,"$852,137.87",57988
Chatcester,167271,"$389,561.16",17435
Weirport,664562,"$1,079,609.23",47374
Farmcaster,376079,"$922,515.31",79546
Haphampton,346402,"$1,051,862.82",97031
Hollowburgh,433059,"$1,508,935.37",125447
Seaness,99137,"$250,931.15",16216
Northmouth,-156579,"$526,876.68",52934
Aumouth,178178,"$561,549.41",49567
Stonewich,183315,"$575,490.41",43510
Costsburgh,403621,"$1,141,777.29",95059
Tallhampton,200994,"$388,569.38",13509
Factland,265236,"$1,042,142.05",107705
Sandtown,285736,"$1,124,724.90",114814
Ashpool,439504,"$1,426,419.83",130371
Pinehampton,142641,"$355,719.30",27229
Sageley,459894,"$1,509,627.60",138681
Bellbrough,291657,"$1,233,577.71",117425
Caphampton,56547,"$109,246.40",5261
Farminggrad,249746,"$662,044.58",36340
Factgrad,177429,"$491,199.32",31369
Hogcaster,273194,"$673,810.90",42132
Winville,433816,"$1,414,296.12",87638
Oakmouth,173309,"$489,833.05",43739
Hardland,71453,"$292,939.77",31105
Hapness,196682,"$292,586.20",12648
Fishby,348083,"$837,049.89",51635
Casterport,140552,"$450,775.82",33473
Proville,149286,"$238,973.76",8286
Summerworth,240775,"$861,363.96",93545
Wheelton,534712,"$1,244,561.09",61079
Princedale,486419,"$1,346,319.11",79597
Parkness,140828,"$403,749.38",37523
Factville,705692,"$2,262,999.91",155038
Beachham,530147,"$1,194,170.41",61561
Redbrough,100537,"$390,100.38",32291
Middleburg,481752,"$977,315.59",52713
Masston,357520,"$741,282.10",34704
Fishford,243374,"$985,175.83",102209
Valenham,385306,"$1,361,238.83",138190
Bannness,253356,"$887,239.97",80112
Griffinhampton,449439,"$1,842,885.13",178495
Kingham,391653,"$1,523,693.35",162212
Mannorworth,500124,"$1,143,523.35",53429
Stardol,420551,"$987,985.71",86406
Frostgrad,237712,"$780,453.35",70987
Bigtown,285056,"$848,246.28",54360
