name,population,advertising,sales
Wheelborough,204727,"$638,902.92",44994
Princeside,552560,"$1,681,740.58",146301
Lunapool,662543,"$1,923,825.16",137199
Snowgrad,103007,"$328,312.09",25014
Applestead,656787,"$1,262,835.92",61681
Princeville,390684,"$1,368,672.89",136376
Mannorley,349565,"$785,767.78",65871
Costsbrough,106516,"$312,723.74",22734
Hallford,442107,"$1,277,396.25",89422
Greenview,339275,"$981,411.38",99823
Sagebury,206374,"$682,649.99",60979
Banngrad,510552,"$1,566,697.98",141080
Lawville,148401,"$454,918.34",33000
Casterhampton,128919,"$403,232.84",31818
Sandton,144001,"$328,394.65",24468
Frostgrad,232145,"$648,048.56",45867
Northview,271529,"$908,780.23",82621
Kettlewich,502292,"$2,066,989.32",215872
Bannbury,359925,"$978,695.27",103223
Jamesburgh,305932,"$750,129.82",51525
Kingwich,404261,"$1,487,809.49",162876
Middleham,411802,"$1,002,399.73",66002
Casterdale,277666,"$862,039.32",67621
Valentown,312196,"$566,690.00",24367
Angergrad,441859,"$1,030,192.45",89727
Snowport,233877,"$998,382.57",105830
Lexingbury,494507,"$1,419,564.80",93407
Pailhampton,415141,"$490,530.84",12757
Pinepool,652384,"$1,208,889.77",62123
Sweetdol,303863,"$1,073,252.05",99688
Fairburg,99403,"$270,714.43",20346
Waltland,-416267,"$1,208,820.07",88672
Chatley,222117,"$809,326.96",-76327
Sayford,510754,"$1,961,274.37",221337
Costsford,260769,"$590,776.73",44088
Starborough,529297,"$2,136,273.99",223186
Millburgh,68368,"$205,679.67",11369
Fortburg,228854,"$685,287.66",55602
Faircaster,213426,"$384,571.69",21714
Fishbrough,227303,"$133,632.06",3280
Cloudmouth,249356,"$760,357.80",1
Fairley,482895,"$1,193,589.86",86281
Bridgehampton,199351,"$744,879.74",85253
Redcaster,326193,"$919,754.08",59060
Lunaborough,155212,"$374,325.77",19152
Sageworth,373493,"$1,456,410.15",128645
Prowich,355243,"$1,046,558.03",84477
Princeland,265610,"$659,255.49",41831
Northside,551220,"$1,345,111.46",82884
Jamesley,636934,"$1,569,669.22",85731
Eastmouth,318541,"$1,230,577.09",121563
Cruxburgh,613386,"$2,252,192.03",246422
Lunhampton,207995,"$723,357.93",63880
Saltview,436138,"$994,202.29",65372
Kingfield,308568,"$1,267,660.71",132199
Medport,201667,"$555,415.79",47290
Princeview,190438,"$726,504.08",78249
Duckland,237718,"$485,881.99",33161
Pinebrough,359223,"$1,134,134.58",86803
Parkcaster,385032,"$1,307,965.52",103724
Hosham,351730,"$1,010,285.39",92603
Backley,385969,"$1,496,986.65",160590
Holtsgrad,376838,"$549,347.26",18303
Sandburg,473520,"$1,840,195.16",223320
Southbrough,595931,"$2,542,993.61",278838
Jamescaster,308149,"$1,452,779.18",180112
Kingland,118541,"$390,680.00",40848
Caphampton,265325,"$1,232,981.74",123557
Riverford,601121,"$1,511,042.53",87915
Lunabury,532789,"$1,626,270.85",136376
Eastwich,80010,"$245,938.77",22416
Middleworth,111505,"$287,889.43",17321
Hallhampton,270639,"$890,214.51",75259
Ashborough,247569,"$607,011.93",40641
Hollowdale,601233,"$1,716,062.52",118655
Fairhampton,253526,"$910,935.31",63423
Norness,75965,"$151,946.37",6703
Mannordol,384560,"$852,126.76",49243
Sealey,221949,"$503,700.27",24734
Southingburg,75102,"$316,659.15",36946
Stonetown,304813,"$789,428.06",41996
Strongtown,352656,"$1,082,295.24",79262
Sweetwich,64322,"$156,136.25",5886
Southingbrough,532595,"$1,052,660.46",46684
Highbrough,285725,"$241,999.69",5266
Faygrad,81883,"$282,531.68",28646
Griffinness,222638,"$638,547.65",43408
Applefield,317332,"$695,003.84",40775
Passcester,62315,"$169,183.09",12371
Lunadol,546109,"$1,164,107.96",49480
Redford,608626,"$1,284,054.42",80184
Kettlemouth,203368,"$842,951.53",81558
Stardale,344016,"$1,219,874.73",90405
Southhampton,321085,"$994,633.00",82551
Melton,364936,"$667,062.91",28752
Banncester,388808,"$1,746,926.51",221094
Elness,269710,"$703,794.57",48053
Parkborough,429178,"$1,462,237.14",118347
Winport,429715,"$1,528,752.55",147263
Elmouth,564140,"$1,539,502.46",99072
Summerbury,216462,"$631,017.90",48199
Massford,617598,"$1,711,676.20",133286
Watercester,482873,"$1,610,033.71",138002
Julmouth,428897,"$1,558,978.00",150440
Tallgrad,283556,"$694,619.06",37232
Julworth,768959,"$1,203,868.10",42684
Lawborough,109524,"$329,455.89",30419
Aelcester,67219,"$181,269.77",11215
Southcester,217803,"$774,811.31",68587
Farmland,671149,"$2,141,596.28",179266
Westview,176076,"$500,586.97",34868
Norstead,763224,"$1,680,870.05",114612
Middleburg,227290,"$467,965.56",24235
Hallcester,561696,"$2,010,951.89",208304
Tallby,540015,"$1,927,994.83",185756
Fishpool,616018,"$1,415,308.06",98678
Hardcaster,50846,"$91,687.79",5188
Saygrad,385882,"$911,959.18",35215
Winford,529117,"$832,693.80",31206
Costsgrad,812104,"$2,468,006.81",169801
Postwich,227990,"$876,957.44",70565
Roseland,319306,"$1,064,875.22",82610
Tallcaster,482722,"$720,445.39",49031
Winside,592420,"$1,402,154.97",90563
Hogbury,373646,"$1,250,897.18",118040
Hardham,284931,"$608,192.73",32792
Northfield,97926,"$306,300.88",28102
Highburg,340702,"$990,912.94",86910
Princeham,668857,"$1,493,955.37",141813
Northpool,569098,"$1,343,573.95",101468
Massburgh,600348,"$2,184,315.05",243354
Middleland,261425,"$599,470.86",35731
Wheelfield,253898,"$860,811.54",83192
Emerley,127944,"$519,935.10",51966
Hapness,351648,"$1,399,571.47",147641
Rivermouth,183009,"$227,218.61",10644
Melbury,233114,"$404,367.87",8857
Norport,320510,"$888,851.22",68492
Valenstead,537135,"$1,130,983.16",72395
Queenshampton,323371,"$1,140,629.98",111019
Manbrough,132783,"$347,917.59",20332
Chatcester,289029,"$704,438.40",35215
Hollowstead,359028,"$1,120,079.82",77061
Walttown,271726,"$505,366.72",25376
Stoneby,30108,"$70,946.22",5868
Millcester,193149,"$552,279.88",37972
Strongburgh,412312,"$1,771,256.37",198031
Costsburg,213500,"$557,239.52",35804
Eastcester,604688,"$2,043,769.33",185425
Hallley,281828,"$525,872.71",28282
Meltown,414837,"$1,070,202.28",65943
Lexinghampton,362678,"$784,458.82",39949
Fauxside,667890,"$2,540,203.23",257581
Foxton,446450,"$1,689,004.84",187000
Appleworth,889326,"$2,753,289.38",226152
Mancaster,506181,"$1,467,775.33",105929
Hosburg,862396,"$2,153,511.50",122713
Mansdale,419018,"$1,042,734.29",82422
Castermouth,616571,"$2,757,388.39",388770
Capside,337321,"$1,124,235.80",132100
Millbrough,441039,"$644,692.63",16867
Queensford,499794,"$1,504,605.32",102559
Hollowham,275529,"$740,274.55",59035
Kingburg,339105,"$1,257,877.25",128233
Sugarstead,289243,"$902,628.15",82989
Wheelcaster,217515,"$535,051.62",38819
Beachworth,324229,"$1,404,624.18",126875
Starcester,382277,"$924,439.24",63691
Sugarfield,293194,"$912,301.03",67554
Costsborough,104820,"$387,664.84",32030
Sayburg,166206,"$572,118.98",56136
Middleport,574176,"$1,727,877.77",135316
Castercester,497606,"$2,017,742.66",218057
Lexingby,200444,"$658,585.59",54672
Valenville,191096,"$320,897.87",13290
Errorfield,-1,"$999,999,999.99",-1
Griffinmouth,379904,"$1,165,300.25",98093
Stonecaster,185589,"$549,429.06",32542
Waltton,254576,"$897,752.21",80835
Freeville,271030,"$864,719.76",69659
Foxgrad,306070,"$822,528.01",53306
Gilness,418044,"$1,229,834.10",84157
Sugarburg,840681,"$2,389,510.42",145640
Medside,412223,"$1,053,464.11",75800
Fishcaster,185358,"$521,692.66",44848
Hoswich,345649,"$706,657.88",37715
Waterfield,245039,"$742,845.49",77060
Springbrough,384642,"$1,271,850.24",126569
Backpool,156784,"$397,955.39",21173
Hardgrad,391115,"$579,631.76",37376
,185012,"$313,973.88",13418
Richham,260735,"$798,205.93",69216
Fairgrad,606390,"$1,736,921.38",130142
Faybury,680064,"$2,058,494.74",148657
Sugarburgh,170400,"$679,965.26",66650
Auland,158171,"$459,311.11",32377
Ashwich,156949,"$410,057.49",25664
Kettleness,160579,"$264,199.70",5765
Sandside,550700,"$1,962,924.17",195362
Cloudford,431856,"$1,274,969.69",91743
Faystead,365052,"$1,203,896.72",97043
Norbrough,216569,"$688,165.50",53869
Bayside,346812,"$1,111,919.70",99501
Audol,335090,"$655,469.42",39698
Manstead,184876,"$685,584.99",68890
Farminggrad,72181,"$188,342.56",10565
Bridgedol,493023,"$1,154,215.63",79092
Costsville,262122,"$1,050,516.98",99044
Saybury,294254,"$568,590.69",23939
Kington,235620,"$596,073.28",32663
Gilcaster,786204,"$1,085,278.27",44443
Lundol,376395,"$1,408,043.34",148602
Weirview,9.88E+11,"$983,284.66",57440
Queenswich,359602,"$848,717.67",-30192
Hardland,213783,"$430,413.21",20122
Waltfield,822979,"$2,224,755.00",130306
Princedale,391894,"$1,612,659.21",202279
Griffinborough,188976,"$446,101.85",30484
Bayport,314104,"$846,765.26",50181
Holtsfield,184185,"$380,761.66",13592
Manport,705445,"$1,835,872.74",158584
Skillcester,120879,"$392,142.56",37560
Skilltown,386715,"$771,398.69",27745
Fairport,453011,"$1,694,607.84",187578
Readingford,316863,"$1,083,814.73",97719
Pinestead,37670,"$78,791.47",3855
Middleness,157949,"$611,185.64",56245
Summerton,547843,"$1,312,147.57",92698
Rockpool,385316,"$614,170.08",22552
Sandborough,823347,"$2,863,378.09",261242
Rosecester,336328,"$1,101,584.83",77147
Valenside,377000,"$1,329,160.70",130536
Hardcester,314122,"$968,381.79",61580
Millcaster,353015,"$1,088,107.60",89030
Oakmouth,507732,"$1,587,690.50",114188
Sweetside,629618,"$2,123,891.76",163904
Redside,203410,"$512,498.32",33813
Bridgeton,593490,"$1,632,950.86",116958
Sageley,534036,"$192,816.82",777
Costspool,179606,"$486,321.76",30572
Factton,190980,"$816,860.01",97525
Oakport,136594,"$466,966.05",34646
Clouddale,155351,"$585,314.20",52370
Melland,132631,"$238,961.44",11043
Southburg,157456,"$525,315.20",48481
Redfield,394615,"$1,388,916.66",134827
Westhampton,287269,"$1,251,611.64",171222
Factbrough,129321,"$297,958.78",16650
Saltborough,391362,"$1,263,637.67",103409
Holtsstead,580784,"$1,183,459.82",75939
Richside,253468,"$541,544.06",30966
Farmburgh,332421,"$802,538.28",40114
Gilworth,386234,"$1,180,565.90",82893
Appleham,125202,"$212,151.08",9440
Eastton,122748,"$447,501.66",44477
Lunport,528469,"$1,230,799.38",56617
Aubury,460636,"$1,437,593.70",98959
Gilview,180457,"$486,567.46",30989
Hosworth,406289,"$1,119,707.41",109997
Hollowley,173356,"$459,638.08",38301
Proness,264878,"$1,155,145.62",129734
Gilbury,256610,"$775,637.77",60270
Frostburgh,195716,"$828,966.83",87956
Passstead,352962,"$1,347,602.49",108497
Farmborough,331032,"$1,183,266.86",112983
Fortpool,108024,"$322,044.71",22289
Farmcaster,626188,"$1,629,168.27",101255
Southingtown,731467,"$1,701,554.58",108043
Bellbrough,195560,"$302,712.83",12194
Fayford,400130,"$1,215,043.61",99114
Readingdale,282583,"$1,031,214.16",105522
Foxham,134953,"$341,063.66",20338
Lunford,559773,"$1,944,171.20",157149
Angerbrough,434815,"$481,006.41",15405
Bayville,608589,"$1,765,800.65",111042
Rosetown,306834,"$1,311,588.72",146998
Fortby,196025,"$820,052.33",78232
Summerwich,674561,"-$1,738,181.77",118731
Bellpool,151422,"$482,471.48",50791
Winworth,225067,"$866,145.01",84940
Fairpool,399968,"$1,270,533.03",116767
Angerhampton,419223,"$950,999.43",59856
Sagedol,650258,"$1,957,518.27",143126
Duckby,270534,"$1,031,614.91",106267
Fayburgh,586644,"$2,642,262.11",277498
Holtsworth,766543,"$2,740,727.13",292257
Medview,176871,"$521,965.06",36923
Factville,212639,"$799,524.60",90443
Bridgepool,262773,"$623,684.06",49260
Appletown,292325,"$1,149,220.84",131368
Windale,865377,"$3,642,161.22",375486
Millworth,428248,"$1,349,069.53",133809
Valenbury,296199,"$693,351.27",40244
Richness,422886,"$423,658.10",8612
Postborough,1222307,"$3,422,060.69",190616
Frostdale,203673,"$392,124.52",20340
Backdol,541823,"$1,744,920.36",133547
Southingstead,478610,"$1,344,521.45",69244
Goldhampton,597172,"$1,153,442.44",69242
Stonedol,422429,"$945,610.01",49821
Cruxfield,447676,"$1,615,895.32",138114
Postley,373887,"$1,098,437.26",100812
Meddol,529281,"$1,646,849.93",125797
Costsmouth,593314,"$1,859,722.42",147640
Mannorville,638278,"$2,992,040.19",335254
Wingley,134142,"$562,797.42",64471
Lexingville,480143,"$1,815,200.62",188244
Bridgedale,647460,"$3,239,311.63",364955
Richford,595907,"$2,326,535.95",229578
Freeley,695462,"$1,723,150.52",118695
Dodgeland,441213,"$2,152,716.78",291086
Middledale,208332,"$514,319.51",35177
Snowstead,251706,"$756,081.14",53774
Capness,107650,"$441,986.30",49994
Aufield,234893,"$708,821.97",53755
Fortside,518850,"$1,411,172.41",92998
Starford,542582,"$1,754,576.13",144172
Eastworth,279094,"$631,204.81",34934
Richwich,683176,"$2,182,213.31",139156
Postside,253922,"$692,424.12",40828
Postmouth,323735,"$1,025,409.67",82099
Greengrad,510735,"$1,763,485.09",150648
